course,institution,cluster_number,cutoff_points,year
BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,AFRICA NAZARENE UNIVERSITY,69,22.916,2022
BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,AFRICA NAZARENE UNIVERSITY,69,22.449,2023
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),GARISSA UNIVERSITY,80,24.999,2018
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),GARISSA UNIVERSITY,80,25.128,2019
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),GARISSA UNIVERSITY,80,21.039,2020
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),GARISSA UNIVERSITY,80,22.636,2021
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),GARISSA UNIVERSITY,80,22.358,2022
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),GARISSA UNIVERSITY,80,21.858,2023
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,24.253,2018
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,24.05,2019
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,24.637,2020
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,22.636,2021
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,22.358,2022
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,24.041,2023
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),CHUKA UNIVERSITY,80,22.965,2024
BACHELOR OF EDUCATION (EARLY CHILDHOOD & PRIMARY EDUCATION),UNIVERSITY OF ELDORET,80,22.961,2023
BACHELOR OF EDUCATION (EARLY CHILDHOOD & PRIMARY EDUCATION),UNIVERSITY OF ELDORET,80,22.436,2024
BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),UNIVERSITY OF KABIANGA,80,22.971,2024
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,KENYA METHODIST UNIVERSITY,84,25.012,2018
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,KENYA METHODIST UNIVERSITY,84,24.481,2019
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,KENYA METHODIST UNIVERSITY,84,22.361,2020
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,KENYA METHODIST UNIVERSITY,84,23.283,2021
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,KENYA METHODIST UNIVERSITY,84,21.444,2022
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,24.579,2018
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,24.866,2019
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,22.361,2020
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,26.45,2021
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,28.086,2022
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,26.096,2023
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,84,29.219,2024
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,MOUNT KENYA UNIVERSITY,84,23.6,2023
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,MOUNT KENYA UNIVERSITY,84,22.158,2024
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,23.403,2018
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,27.2,2019
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,30.086,2020
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,28.339,2021
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,30.215,2022
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,27.902,2023
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,89,28.213,2024
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,36.258,2018
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,37.648,2019
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,37.949,2020
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,35.929,2021
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,36.56,2022
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,36.249,2023
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,96,34.806,2024
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,41.26,2018
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,42.692,2019
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,41.169,2020
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,40.771,2021
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,41.807,2022
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,42.387,2023
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,96,41.121,2024
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,7,24.892,2018
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,7,25.127,2019
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,7,16.9,2020
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,7,16.787,2021
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,7,15.982,2022
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,7,15.683,2023
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,7,24.822,2018
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,7,26.229,2019
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,7,16.9,2020
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,7,16.787,2021
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,7,15.982,2022
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,7,15.683,2023
"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",KISII UNIVERSITY,9,26.358,2018
"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",KISII UNIVERSITY,9,26.513,2019
"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",KISII UNIVERSITY,9,23.227,2020
"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",KISII UNIVERSITY,9,20.1,2021
"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",KISII UNIVERSITY,9,19.914,2022
"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",KISII UNIVERSITY,9,18.831,2023
BACHELOR OF SCIENCE IN MATHEMATICS AND MODELLING PROCESSES,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,9,23.277,2019
BACHELOR OF SCIENCE IN MATHEMATICS AND MODELLING PROCESSES,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,9,23.576,2020
BACHELOR OF SCIENCE IN MATHEMATICS AND MODELLING PROCESSES,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,9,20.1,2021
BACHELOR OF SCIENCE IN MATHEMATICS AND MODELLING PROCESSES,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,9,19.914,2022
BACHELOR OF SCIENCE IN MATHEMATICS AND MODELLING PROCESSES,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,9,18.831,2023
BACHELOR OF SCIENCE IN MATHEMATICS & PHYSICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,9,24.819,2019
BACHELOR OF SCIENCE IN MATHEMATICS & PHYSICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,9,20.048,2020
BACHELOR OF SCIENCE IN MATHEMATICS & PHYSICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,9,20.1,2021
BACHELOR OF SCIENCE IN MATHEMATICS & PHYSICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,9,19.914,2022
BACHELOR OF SCIENCE IN MATHEMATICS & PHYSICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,9,18.831,2023
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,19,25.113,2019
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,19,28.549,2020
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,19,17.802,2021
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,19,17.363,2022
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,19,15.683,2023
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,19,34.367,2018
BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,19,24.92,2024
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,19,30.116,2018
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,19,31.822,2019
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,19,31.695,2020
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,19,24.25,2021
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,19,25.854,2022
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,19,15.683,2023
BACHELOR OF ARTS (GEOGRAPHY),MAASAI MARA UNIVERSITY,19,15.683,2023
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,26.932,2018
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,27.441,2019
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,27.164,2020
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,17.459,2021
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,25.063,2022
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,25.558,2023
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,28.818,2018
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,27.519,2019
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,27.667,2020
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,27.801,2021
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,32.151,2022
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,31.45,2023
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,32,27.204,2024
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,27.119,2018
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,27.23,2019
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,28.801,2020
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,27.775,2021
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,32.815,2022
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,29.419,2023
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,88,29.56,2024
BACHELOR OF PUBLIC HEALTH,MOUNT KENYA UNIVERSITY,32,26.659,2022
BACHELOR OF PUBLIC HEALTH,MOUNT KENYA UNIVERSITY,32,27.488,2023
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,31.159,2018
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,33.134,2019
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,33.142,2020
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,32.999,2021
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,34.339,2022
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,33.436,2023
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,32,28.738,2024
BACHELOR OF SCIENCE (PUBLIC HEALTH),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,32,27.93,2024
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,ALUPE UNIVERSITY,32,15.864,2023
BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,33.342,2018
BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,26.346,2019
BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,17.674,2020
BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,22.926,2021
BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,22.916,2022
BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,22.449,2023
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,76,30.282,2018
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,76,32.699,2019
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,76,31.786,2020
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,76,19.039,2021
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,76,18.692,2022
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,76,18.392,2023
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),KENYATTA UNIVERSITY,76,32.713,2024
BACHELOR OF ARTS (SOCIOLOGY),RONGO UNIVERSITY,6,24.515,2018
BACHELOR OF ARTS (SOCIOLOGY),RONGO UNIVERSITY,6,24.602,2019
BACHELOR OF ARTS (SOCIOLOGY),RONGO UNIVERSITY,6,24.492,2020
BACHELOR OF ARTS (SOCIOLOGY),RONGO UNIVERSITY,6,22.926,2021
BACHELOR OF ARTS (SOCIOLOGY),RONGO UNIVERSITY,6,22.916,2022
BACHELOR OF ARTS (SOCIOLOGY),RONGO UNIVERSITY,6,22.449,2023
BACHELOR OF ARTS IN SOCIOLOGY,CHUKA UNIVERSITY,6,24.931,2020
BACHELOR OF ARTS IN SOCIOLOGY,CHUKA UNIVERSITY,6,22.926,2021
BACHELOR OF ARTS IN SOCIOLOGY,CHUKA UNIVERSITY,6,24.374,2022
BACHELOR OF ARTS IN SOCIOLOGY,CHUKA UNIVERSITY,6,22.449,2023
BACHELOR OF ARTS IN SOCIOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,6,25.067,2018
BACHELOR OF ARTS IN SOCIOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,6,25.147,2019
BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),KISII UNIVERSITY,6,25.397,2018
BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),KISII UNIVERSITY,6,25.193,2019
BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),KISII UNIVERSITY,6,25.384,2020
BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),KISII UNIVERSITY,6,22.926,2021
BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),KISII UNIVERSITY,6,22.916,2022
BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),KISII UNIVERSITY,6,22.449,2023
BACHELOR OF ARTS IN SOCIOLOGY AND TECHNOLOGY,ZETECH UNIVERSITY,6,22.926,2021
BACHELOR OF ARTS IN SOCIOLOGY AND TECHNOLOGY,ZETECH UNIVERSITY,6,22.916,2022
BACHELOR OF ARTS IN SOCIOLOGY AND TECHNOLOGY,ZETECH UNIVERSITY,6,22.449,2023
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),KISII UNIVERSITY,11,25.897,2018
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),KISII UNIVERSITY,11,26.639,2019
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),KISII UNIVERSITY,11,16.791,2020
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),KISII UNIVERSITY,11,17.459,2021
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),KISII UNIVERSITY,11,16.974,2022
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),KISII UNIVERSITY,11,15.683,2023
BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,TECHNICAL UNIVERSITY OF MOMBASA,56,29.045,2018
BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,TECHNICAL UNIVERSITY OF MOMBASA,56,31.224,2019
BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,TECHNICAL UNIVERSITY OF MOMBASA,56,29.33,2020
BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,TECHNICAL UNIVERSITY OF MOMBASA,56,19.223,2021
BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,TECHNICAL UNIVERSITY OF MOMBASA,56,18.638,2022
BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,TECHNICAL UNIVERSITY OF MOMBASA,56,18.814,2023
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,24.556,2018
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,27.442,2019
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,29.198,2020
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,28.614,2021
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,30.472,2022
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,28.742,2023
BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,78,27.983,2024
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,25.38,2018
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,26.99,2019
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,28.405,2020
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,28.57,2021
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,27.973,2022
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,22.449,2023
BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,TECHNICAL UNIVERSITY OF MOMBASA,72,23.569,2024
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,27.293,2018
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,28.917,2019
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,30.435,2020
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,31.014,2021
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,26.522,2022
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,22.449,2023
BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,MOUNT KENYA UNIVERSITY,72,23.009,2024
BACHELOR OF SCIENCE IN APPLIED PHYSICS,TAITA TAVETA UNIVERSITY,98,25.771,2018
BACHELOR OF SCIENCE IN APPLIED PHYSICS,TAITA TAVETA UNIVERSITY,98,24.646,2019
BACHELOR OF SCIENCE IN APPLIED PHYSICS,TAITA TAVETA UNIVERSITY,98,19.481,2020
BACHELOR OF SCIENCE IN APPLIED PHYSICS,TAITA TAVETA UNIVERSITY,98,17.459,2021
BACHELOR OF SCIENCE IN APPLIED PHYSICS,TAITA TAVETA UNIVERSITY,98,16.974,2022
BACHELOR OF SCIENCE IN APPLIED PHYSICS,TAITA TAVETA UNIVERSITY,98,15.683,2023
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,KISII UNIVERSITY,62,24.664,2019
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,KISII UNIVERSITY,62,25.617,2020
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,KISII UNIVERSITY,62,22.926,2021
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,KISII UNIVERSITY,62,22.916,2022
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,KISII UNIVERSITY,62,22.449,2023
BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,DAYSTAR UNIVERSITY,62,25.28,2018
BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,DAYSTAR UNIVERSITY,62,25.203,2019
BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,DAYSTAR UNIVERSITY,62,25.08,2020
BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,DAYSTAR UNIVERSITY,62,22.926,2021
BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,DAYSTAR UNIVERSITY,62,22.916,2022
BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,DAYSTAR UNIVERSITY,62,22.449,2023
BACHELOR OF SCIENCE (CLIMATE CHANGE ADAPTATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,28.042,2018
BACHELOR OF SCIENCE (CLIMATE CHANGE ADAPTATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,16.791,2020
BACHELOR OF SCIENCE (CLIMATE CHANGE ADAPTATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,17.459,2021
BACHELOR OF SCIENCE (CLIMATE CHANGE ADAPTATION AND SUSTAINABLE DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,17.043,2022
